date,open,high,low,close,volume,dollar_volume,trade_count,sources
2010-11-04,0.550000,0.550000,0.550000,0.550000,1000,550.00,1,local-cache
2010-11-05,0.550000,0.560000,0.550000,0.550000,271500,149325.00,11,local-cache
2010-11-08,0.500000,0.510000,0.500000,0.510000,25400,12954.00,3,local-cache
2010-11-09,0.580000,0.580000,0.580000,0.580000,13500,7830.00,3,local-cache
2010-11-10,0.580000,0.600000,0.580000,0.580000,89800,52084.00,7,local-cache
2010-11-11,0.600000,0.600000,0.590000,0.600000,10400,6240.00,3,local-cache
2010-11-12,0.600000,0.600000,0.520000,0.520000,50000,26000.00,4,local-cache
2010-11-15,0.520000,0.520000,0.520000,0.520000,5000,2600.00,1,local-cache
2010-11-17,0.600000,0.600000,0.580000,0.580000,3600,2088.00,3,local-cache
2010-11-18,0.600000,0.600000,0.560000,0.560000,49000,27440.00,4,local-cache
2010-11-19,0.500000,0.500000,0.500000,0.500000,15206,7603.00,2,local-cache
2010-11-22,0.500000,0.500000,0.500000,0.500000,1000,500.00,1,local-cache
2010-11-23,0.500000,0.500000,0.400000,0.400000,40200,16080.00,2,local-cache
2010-11-24,0.500000,0.550000,0.430000,0.490000,175794,86139.06,9,local-cache
2010-11-29,0.490000,0.490000,0.490000,0.490000,1206,590.94,2,local-cache
2010-12-01,0.490000,0.490000,0.480000,0.490000,13200,6468.00,3,local-cache
2010-12-06,0.580000,0.580000,0.550000,0.550000,2205,1212.75,3,local-cache
2010-12-08,0.550000,0.550000,0.430000,0.430000,35425,15232.75,5,local-cache
2010-12-10,0.450000,0.450000,0.430000,0.430000,8300,3569.00,2,local-cache
2010-12-14,0.480000,0.480000,0.470000,0.470000,2600,1222.00,2,local-cache
2010-12-15,0.480000,0.500000,0.480000,0.500000,5000,2500.00,2,local-cache
2010-12-17,0.500000,0.500000,0.500000,0.500000,800,400.00,1,local-cache
2010-12-20,0.500000,0.500000,0.500000,0.500000,20000,10000.00,1,local-cache
2010-12-21,0.500000,0.500000,0.500000,0.500000,275,137.50,1,local-cache
2010-12-23,0.400000,0.440000,0.400000,0.400000,192613,77045.20,7,local-cache
2010-12-27,0.400000,0.400000,0.400000,0.400000,2000,800.00,1,local-cache
2010-12-29,0.400000,0.400000,0.400000,0.400000,25000,10000.00,4,local-cache
2010-12-30,0.400000,0.400000,0.400000,0.400000,4000,1600.00,1,local-cache
2010-12-31,0.400000,0.400000,0.400000,0.400000,1300,520.00,1,local-cache
2011-01-03,0.380000,0.380000,0.380000,0.380000,1200,456.00,2,local-cache
