date,open,high,low,close,volume,dollar_volume,trade_count,sources
2011-07-29,0.250000,0.250000,0.250000,0.250000,500,125.00,1,local-cache
2011-09-08,2.250000,2.250000,2.250000,2.250000,500,1125.00,2,local-cache
