date,open,high,low,close,volume,dollar_volume,trade_count,sources
2008-11-21,0.003000,0.003000,0.003000,0.003000,0,0.00,1,local-cache
2008-11-25,0.003000,0.003000,0.003000,0.003000,23555,70.67,1,local-cache
2008-11-28,0.003000,0.003000,0.003000,0.003000,1200,3.60,1,local-cache
2008-12-10,0.002000,0.002000,0.002000,0.002000,5000,10.00,1,local-cache
2008-12-11,0.002000,0.002000,0.002000,0.002000,4000,8.00,1,local-cache
2008-12-12,0.002000,0.002000,0.002000,0.002000,3636,7.27,1,local-cache
2008-12-15,0.002000,0.002000,0.002000,0.002000,5000,10.00,1,local-cache
2008-12-16,0.002000,0.002000,0.002000,0.002000,2500,5.00,1,local-cache
2008-12-18,0.003000,0.003000,0.003000,0.003000,200000,600.00,1,local-cache
